UNSPSC,Title
13102011,Polyamide nylons (PA)
13102012,Polybutylene terepthalate (PBT)
13102013,Polycarbonate (PC)
13102014,Polyetheretherketone (PEEK)
13102015,Polyetherimid (PEI)
13102016,Polyethersulfone (PES)
13102017,High density polyethylene (HDPE)
13102018,Low density polyethylene (LDPE)
13102019,Medium density polyethylene (MDPE)
13102020,Polyethylene terepthalate (PET)
13102021,Polyimide (PI)
13102022,Polypropylene (PP)
13102023,Polyphthalamide (PPA)
13102024,Polythenylene oxide (PPO)
13102025,Polyphenylene sulfide (PPS)
13102026,Polystyrene (PS)
13102027,High impact polystyrene (HIPS)
13102028,Polysulfone (PSU)
13102029,Rigid thermoplastic polyurethane (RPTU)
13102030,Polyvinyl chloride (PVC)
13102031,Styrene acrylonitrile (SAN)
13102200,Plastic films
13102202,Silicone coated films
13110000,Resins and rosins and other resin derived materials
13111000,Resins
13111001,Epoxy
13111002,Phenolic
13111003,Unsaturated polyester
13111004,Acrylonitrile butadiene styrene
13111005,Acrylonitrile styrene acrylic
13111006,Acrylonitrile styrene acrylic alloys
13111007,Fluoropolymers
13111008,Ethylene vinyl acetate
13111009,Liquid crystal polymer
13111010,Nylon
13111011,Polybutylene terepthatlate
13111012,Polycarbonate
13111013,Polyetheretherketone
13111014,Polyetherimide
13111015,Polyethersulfone
13111016,Polyethylene
13111017,Polyethylene terpthalate
13111018,Polyimide
13111019,Polypropylene
13111020,Polyphthalamide
13111021,Polyethylene oxide
13111022,Polyphenylene sulfide
13111023,Polystyrene
13111024,Polysulfone
13111025,Polyvinyl chloride
13111026,Styrene acrylonitrile
13111027,Urea formaldehyde
13111028,Alkyd
13111029,Melamine formaldehyde
13111030,Polyacetal
13111031,Polyamide
13111032,Allyl
13111033,Ethylene acrylic acid
13111034,Polyvinyl chloride compound
13111035,Solution vinyl
13111036,Phenoxy
13111037,Compounded resins
13111038,Polyvinly pyrolidine
13111039,Polyethylene terephthalate or glycol modified
13111040,Hydrocarbon tackifier
13111041,Polycarbonate blends
13111042,Polyvinyl alcohol
13111043,Polyvinyl butyral
13111044,Polyester molding compounds
13111045,Polyvinyl acetate
13111046,Polyvinyl ether
13111047,Polyvinyl formal
13111048,Styrene acrylic
13111049,Ethylene propylene polymers
13111050,Polypropylene oxide
13111051,Polypropylene ether
13111052,Polypropylene sulfone
13111053,Polymethylacrylate
13111054,Styrene maleic anhydride
13111055,Syndiotatic polystyrene
13111056,Chlorinated polyvinyl chloride
13111057,Thermoplastic polyester
13111058,Indene resins
13111059,Plastic resins
13111060,Petroleum resins
13111061,Polyurethane resins
13111062,Polyether resins
13111100,Rosins
13111101,Wood rosin
13111102,Gum rosin
13111103,Tall oil rosin
13111200,Films
13111201,Polyethylene films
13111202,Polyurethane films
13111203,Acetate films
13111204,Acrylic films
13111205,Coextruded films
13111206,Flouropolymer films
13111207,Metalized films
13111208,Nylon films
13111209,Polycarbonate films
13111210,Polyester films
13111211,Polypropylene films
13111212,Biaxially orientated polypropylene
13111213,Polymide films
13111214,Polystyrene films
13111215,Flexible polyvinyl chloride film
13111216,Rigid polyvinyl chloride film
13111217,Ethylene vinyl alcohol film
13111218,Polyvinylidene chloride
13111219,Polyvinyl alcohol films
13111300,Foams
13111301,Polyolefin foam
13111302,Polyether foam
13111303,Silicone foam
13111304,Ethylene propylene terpolymer foam
13111305,Neoprene foam
13111306,Polyvinyl chloride foam
13111307,Rubber foam
13111308,Polystyrene foam
14000000,Paper Materials and Products
14100000,Paper materials
14101500,Raw materials
14101501,Paper pulp
14110000,Paper products
14111500,Printing and writing paper
14111501,Onion skin paper
14111502,Vellum paper
14111503,Parchment paper
14111504,Tractor feed paper
14111505,Mimeograph paper
14111506,Computer printout paper
14111507,Photocopier paper
14111508,Facsimile paper
14111509,Stationery
14111510,Plotter paper
14111511,Writing paper
14111512,Graph paper
14111513,Ledger paper
14111514,Paper pads or notebooks
14111515,Calculator paper
14111516,Notebook filler paper
14111517,Business forms
14111518,Index cards
14111519,Cardstock papers
14111520,Blotter paper
14111521,Laser paper
14111522,Inkjet paper
14111600,Novelty paper
14111601,Gift wrapping paper or bags or boxes
14111604,Business cards
14111605,Greeting cards
14111700,Personal paper products
14111701,Facial tissues
14111702,Toilet seat covers
14111703,Paper towels
14111704,Toilet tissue
14111705,Paper napkins or serviettes
14111706,Paper table cloth
14120000,Industrial use papers
14121500,Paperboard
14121501,Bleached paperboard
14121502,Unbleached paperboard
14121503,Cardboard
14121600,Tissue papers
14121601,Unbleached crepe papers
14121602,Semi bleached crepe papers
14121603,Wet strength tissue papers
14121604,Acid free tissue papers
14121605,Kraft tissue paper
14121700,Laminated papers
14121701,Papers bonded with film
14121702,Cylinder papers or multi layer heavyweight paper
14121800,Coated papers
14121801,Clay coated papers
14121802,Polyethylene coated papers
14121803,Polyester coated papers
14121804,Silicone coated papers
14121805,Latex treated coated paper
14121806,Waxed paper
14121807,Butcher papers
14121808,Freezer paper
14121900,Newsprint and offset papers
14121901,Standard newsprint
14121902,Colored newsprint
14121903,High brightness newsprint
14121904,Offset paper
14122100,Uncoated base papers
14122101,Super calendared kraft paper
14122102,Machine finished or glazed kraft paper
14122103,Non treated uncoated paper
14122104,Non treated crepe paper
14122105,Latex treated crepe paper
14122106,Latex treated uncoated paper
15000000,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials
15100000,Fuels
15101500,Petroleum and distillates
15101501,Fuel oil
15101502,Kerosene
15101503,Naphtha
15101504,Aviation fuel
15101505,Diesel fuel
15101506,Gasoline
15101507,Petrol or benzene
15101508,Crude oil
15101509,Marine fuel
15101600,Coal and lignite and peat
15101601,Coal
15101602,Lignite
15101603,Peat
15101604,Coke
15101605,Charcoal
15110000,Gaseous fuels and additives
15111500,Gaseous fuels
15111501,Propane
15111502,Methane
15111503,Propylene
15111504,Ethylene
15111505,Butane
15111506,Acetylene
15120000,Lubricants and oils and greases and anti corrosives
15121500,Lubricating preparations
15121501,Engine oil
15121502,Cutting oil
15121503,Gear oil
15121504,Hydraulic oil
15121505,Transformer oil
15121508,Transmission oil
15121509,Brake oil
15121800,Anti corrosives
15121801,Moisture repellent
15121802,Anti corrosion lubricant
15121803,Rust remover
15121804,Rust proofing preparation
15121900,Greases
15121901,Silicone grease
15121902,Grease
15130000,Fuel for nuclear reactors
15131500,Nuclear fuel
15131502,Depleted uranium
15131503,Enriched uranium
15131504,Iridium
15131505,Enriched plutonium
15131506,Depleted plutonium
15131600,Fission fuel assemblies
15131601,Nuclear fuel rod
20000000,Mining Machinery and Accessories
20100000,Mining and quarrying machinery and equipment
20101500,Cutting equipment
20101501,Continuous mining equipment
20101502,Longwall shears
20101503,Coal cutters
20101504,Rock cutters
20101600,Screens and feeding equipment
20101601,Screens
20101602,Feeders
20101700,Crushers and breakers and grinders
20101701,Rock crushers
20101702,Roll crushers
20101703,Cone crushers
20101704,Gyratory crushers
20101705,Impact crushers
20101706,Jaw crushers
20101707,Crushing plants
20101708,Rod mills
20101709,Ball mills
20101710,Pulverizing machinery
20101711,Rock breakers
20101712,Earth grinders
20101713,Cyclone or vortex grinders
20110000,Well drilling and operation equipment
20111500,Drilling and exploration equipment
20111504,Water well drilling equipment
20111505,Uranium exploration equipment
20111600,Drilling and operation machinery
20111601,Boring or sinking machinery
20111602,Downhole assembly machinery
20111603,Hammer drills
20111604,Crawler drills
20111605,Rock drills
20111606,Pneumatic vibrators
20111607,Tunneling machinery
20111608,Striking hammers
20111609,Sinker drills
20111610,Sewer inspection machinery
20111611,Rotary drills
20111612,Drilling rigs
20111613,Long hole drills
20111614,Industrial drill bits
20111615,Drifters
20111616,Derricks
20111617,Drilling carriages
20111618,Downhole fishing poles
20111700,Drilling and operation accessories
20111701,Audio visual instruments for well inspection
20111702,Packers or tubing anchors
20111703,Drilling casings
20111704,Drilling screens
20120000,Oil and gas drilling and exploration equipment
20121000,Acidizing equipment
20121001,Acidizing blending units
20121002,Acidizing density sensors
20121003,Acidizing pumping units
20121004,Acidizing units
20121005,Acidizing air piping
20121006,Acidizing ball injectors
20121007,Bulk liquid acid equipment
20121008,Acidizing drop boxes
20121009,Acidizing flow meters
20121010,Acidizing junction boxes
20121011,Acidizing pressure sensors
20121012,Acidizing process piping
20121013,Acidizing straight joints
20121014,Acidizing swivels
20121015,Acidizing treating irons
20121016,Acidizing tree savers
20121100,Cementing equipment
20121101,Blending units
20121102,Bridge plugs
20121103,Bulk liquid cement equipment
20121104,Cement bulk material equipment
20121105,Cement density sensors
20121106,Cement floating bulk units
20121107,Cement floating equipment stage tools
20121108,Cement floating equipment wiper plugs
20121109,Cement pumping units
20121110,Cement retainers
20121111,Centralizers
20121112,Express latch couplers
20121113,Float collars
20121114,Float shoes
20121115,Oilfield cementing tools
20121116,Retrievable cementing packers
20121117,Safety slings
20121118,Subsea cement heads
20121119,Surface cement heads
20121200,Fracturing equipment
20121201,Bulk liquid fracturing equipment
20121202,Fracturing bulk proppant equipment
20121203,Fracturing control units
20121204,Fracturing density sensors
20121205,Fracturing manifold units
20121206,Fracturing proppant conveying equipment
20121207,Fracturing pumping units
20121208,Fracturing slurry blending units
20121209,Gel blending units
20121210,Fracturing missiles
20121211,Pump integrity monitors
20121212,Fracturing service packers
20121213,Stimulation pumping units
20121300,Sand control equipment
20121301,Blanking plugs
20121302,Floaters
20121303,Frac pack systems
20121304,Gravel pack systems
20121305,Guide shoes
20121306,Hook up nipples
20121307,Make up subs
20121308,Production tubing overshots
20121309,Sand control blanks
20121310,Sand control bulk liquid equipment
20121311,Sand control bulk proppant equipment
20121312,Sand control density sensors
20121313,Sand control manifold units
20121314,Sand control proppant conveying equipment
20121315,Sand control pumping units
20121316,Sand control screens
20121317,Sand control slurry blending units
20121318,Sand detectors
20121319,Seal assembly locators
20121320,Shear joints
20121321,Sleeve shifting tools
20121322,Sliding sleeves
20121323,Velocity strings
20121400,Completion tools and equipment
20121401,Ball catcher subs
20121402,Blast joints
20121403,Blast nipples
20121404,Completion bull plugs
20121405,Circulation production devices
20121406,Completion test equipment
20121407,Control line protectors
20121408,Deflection tools
20121409,Completion expansion joints
20121410,Flow couplings
20121411,Gas lift equipment
20121412,Hanger landing tools
20121413,Completion hydraulic pumps
20121414,Hydraulic setting tools
20121415,Injection systems
20121416,Landing nipples
20121417,Liner hangers
20121418,Packer pulling tools
20121419,Packer running tools
20121420,Production packers
20121421,Pump down through flow line equipment
20121422,Completion safety joints
20121423,Completion seal assemblies
20121424,Seal bores or polished bores
20121425,Side pocket mandrels
20121427,Subsurface safety valves
20121428,Travel joints
20121429,Tubing anchors
20121430,Twin flow assemblies
20121500,Conventional drilling tools
20121501,Blowout preventers
20121502,Blowout preventer controls
20121503,Casing scrapers
20121504,Drill collars
20121505,Coring equipment
20121506,Drill pipe thread protectors
20121507,Drill pipe tool joints
20121508,Drill pipe
20121509,Gauge rings
20121510,Hole openers
20121511,Hole reamers
20121512,Fishing jars
20121513,Downhole shock absorbers
20121514,Downhole stabilizers
20121515,Drilling subs
20121516,Thrusters
20121600,Drilling bits
20121601,Fixed cutter drill bits
20121602,Natural diamond drill bits
20121603,Nozzle drill bits
20121604,PDC bits
20121605,Roller cone button insert drill bits
20121606,Roller steel tooth drill bits
20121700,Fishing tools
20121701,Bumper subs
20121702,Casing patches
20121703,Jar boosters
20121704,Junk subs
20121705,Mills or burning shoes
20121706,Overshots
20121707,Oilfield fishing spears
20121708,Unspecified fishing tools
20121800,Directional drilling equipment
20121801,Geosteering tools
20121802,Mud motors
20121803,Rotary steerable tools
20121804,Directional drilling surface control systems
20121805,Straight hole directional drilling tools
20121900,Well measurement and logging equipment
20121901,Acoustic tools
20121902,Drilling or mud control instruments
20121903,Drilling performance measurement tools
20121904,Flow measurement equipment
20121905,Nuclear magnetic resonance tools
20121906,Nuclear tools
20121907,Production logging equipment
20121908,Resistivity tools
20121909,Surveying systems
20121910,Telemetry systems
20121911,Ultrasonic tools
20121912,Well logging bottom hole pressure equipment
20121913,Well logging downhole test equipment
20121914,Well logging units
20122000,Fixturing and test equipment
20122001,Drift bars
20122002,Drift sleeves
20122003,Drift rabbits
20122004,Test fixtures
20122005,Test nipples
20122006,Test plugs
20122100,Perforating equipment
20122101,Capsule guns
20122102,Casing guns
20122103,Deployment heads
20122104,Perforating explosives
20122105,Firing heads
20122106,Gun adapters
20122107,High shot density guns
20122108,Perforating bull plugs
20122109,Plug setting tools
20122110,Perforating positioning equipment
20122111,Scalloped guns
20122112,Tandem subs
20122113,Through tubing perforation gun accessories
20122114,Through tubing perforation guns
20122115,Under balance vent subs
20122200,Well testing equipment
20122201,Flare booms
20122202,Flare burners
20122203,Cased hole test tools
20122204,Choke manifolds
20122205,Diverting manifolds
20122206,Flowhead baskets
20122207,Flowhead swivels
20122208,Flowheads
20122209,Formation shut in tools
20122210,Gas flares
20122211,Mud gas analyzers
20122212,Oil samplers
20122213,Well testing separators
20122214,Well testing surface piping
20122215,Surge tanks
20122216,Well testing downhole tools
20122300,Slickline equipment
20122301,Slickline adapter heads
20122302,Slickline backoffs
20122303,Slickline bell guides
20122304,Slickline blind boxes
20122305,Slickline bottom hole pressure equipment
20122306,Slickline caliper tools
20122307,Slickline cement dump bailing equipment
20122308,Slickline chemical cutters
20122309,Slickline clamp on tool string centralizers
20122310,Slickline clamp on wireline centralizers
20122311,Slickline collar locators
20122312,Slickline collectors
20122313,Slickline colliding tools
20122314,Slickline crossovers
20122315,Slickline depth measurement equipment
20122316,Slickline dewar flasks
20122317,Slickline dipmeter tools
20122318,Slickline directional tools
20122319,Slickline go devil tools
20122320,Slickline hole punchers
20122321,Slickline jet cutters
20122322,Slickline junk shots
20122323,Slickline kickover tools
20122324,Slickline knuckle joints
20122325,Slickline lead impression blocks
20122326,Slickline locator mandrels
20122327,Slickline lock mandrels
20122328,Slickline lubricators
20122329,Slickline mechanical bailers
20122330,Slickline mechanical plugbacks
20122331,Other Slickline Tools
20122332,Slickline paraffin scrappers
20122333,Slickline rope sockets
20122334,Slickline running or pulling prongs
20122335,Slickline severing tools
20122336,Slickline sheaves or floor blocks
20122338,Slickline pulling tool accessories
20122339,Slickline pulling tools
20122340,Slickline running tools
20122341,Slickline units
20122342,Slickline wire
20122343,Slickline sonic tools
20122344,Slickline spacer bars
20122345,Slickline swages
20122346,Slickline tension devices
20122347,Slickline tubing plugs
20122348,Slickline ultrasonic tools
20122349,Wireline Grabs
20122350,Wireline Jars
20122351,Wireline Scrapers
20122352,Wireline Spear
20122353,Wireline Stems
20122354,Wireline Valves
20122400,Production systems equipment
20122401,Cable thumpers
20122402,Oilfield producion evaporators
20122403,Hipot testers
